Review,Rating,Location,Date of Experience
"I flew into DFW and already had my rental car booked through another larger rental company. I called the day prior to insure my rental would be ready because we have an autistic child and had to be at an appointment by a certain time. As I walk up to my rental car counter I am told that there will be a 3-4 hour wait for cars. Completely frustrated and a little angry I called my agent to see if there was any other companies there to help me. I was told there is a car shortage in DFW area and I could Uber to another airport some 20 miles away to get a car. I hung up the phone physically upset when a young man approached me. His name is William Angline. Mr Angline witnessed my frustration and asked if I needed anything. I responded yes, a rental car. He said please follow me Sir.  Mr Angline took me to his counter and set me up with the same style SUV that I was supposed to have rented from the previous company. Not only the was it same style car, but it was $100 dollars less than i was to pay with the company. Mr. Angline's actions that day went above and beyond what his job duties entail. We greatly appreciate Williams help that day as he made us fans of Fox car rental and Mr. Angline.",5,US,"May 23, 2023"
"Was a very good experience with this company, car was very nice and clean.",5,US,"May 20, 2023"
Linda at car pickup was great. Service counter service horrible,4,US,"May 22, 2023"
Overall great experience and great pricing. Need more flexibility with unexpected delays from airlines and situations out of our control.,4,US,"May 25, 2023"
The shuttle arrived at the airport in a reasonable amount of time. The pick and return process was flawless and the return shuttle arrived in a timely manner making the entire process seamless. Great job to the team!,4,US,"May 26, 2023"
"Best price, friendly service, efficient process",5,US,"May 20, 2023"
Great experience and they worked well with me. Management and staff were pleasant and easy to work with. I’d definitely rent with FOX again over all other rental car services.,5,VN,"May 29, 2023"
The staff at rental office well explained all contract details and provided us with full information. The car is new and clean. We are satisfied with the trip.,5,CA,"May 30, 2023"
Great experience.  I got deal through Capital One. Made my reservation through Capital One at the Ontario location. Fox  made the whole process very fast and easy for me. I was in and out in less than 15 minutes at pick up and less than  5 at drop off. I will definitely be using Fox again.,5,US,"May 31, 2023"
"When we got to Phoenix we were first getting kia Sorento,it had a full tank of gas,we were just ready to leave the lot,when the tenant stopped us and said we had a recall on this car,so he wanted us to switch with a toyota corolla  with was smaller,and here's the kicker,it only had a half a tank of fuel.",4,N/A,"May 16, 2023"
Jorge was great at checkin. Would have loved it if my car didn’t smell like weed inside. Ruined the experience of a rental,3,US,"May 24, 2023"
"My Worst car renting experience ever. Don't waste your time renting car there. You will loose a lot of time, nerves and money. I reserved my car rental through Expedia. I prepaid my reservation in Tampa airport only to find out after standing long time in line at the counter that car is not available. I was offered to rent a different car for almost double the pay. When I voiced my frustration and told them that I had a reservation should be honored, they told me that reservation with Expedia does not mean anything for them. In the end desperate to have a car as my family was tired and waiting all that time I was ready to pay additional cost but  they bluntly threw me out of the office refusing to rent anything just because I was unhappy and dared to voice my frustration.",1,US,"May 27, 2023"
Extremely satisfying. I don’t recall their names but i’d really thank a lady and other two guys who helped on mid night of May 25th.Their hospitality and thriving nature to satisfy a human is outstanding. I’d really love to know their names if i get chance to.,5,US,"May 25, 2023"
First thing you need to know about Phoenix airport is that it is huge. When you arrive and get luggage you need to know that you then need to go up a level and take a Tram to the car rental. This would have been helpful information to have when we made reservations.  Once we got to rental counter it was very simple process.     Returning the car was also very easy and then take the tram back to the correct terminal.  I would definitely use Fox again when I visit Phoenix.,5,US,"May 22, 2023"
"Very friendly, quick shuttle to their building and great price for a loaded mini van!!",5,US,"May 21, 2023"
i had an amazing experience with the staff and the manager Andrew was also amazing.,5,US,"May 15, 2023"
Only a minor delay at pickup due to a problem customer ahead of us in line.  Our check-in went quickly and efficiently.  The vehicle was clean and perfect for our needs and got great gas mileage. Drop off was quick and efficient.,5,TT,"May 27, 2023"
"We got a good price booking thru Capital One. The reservation line in Denver at pickup was a bit slow, but there were a lot of us. We did not get the compact car we reserved, but seems that's also so with other companies. No attendant at the return drop off, we were there 15 mins early, they later showed car as being returned 30 mins late, but we were not billed extra. The floor carpet was worn thru with a big hole, spouse got shoe snagged on it while driving, that Corolla needs a floor mat. Actually, be nice to have mats both front seats we can shake out as we had the vehicle for 3 wks. Overall a positive rental",5,US,"May 03, 2023"
"I was really skeptical about renting from an off terminal location, however, the team at Fox blew me away with how fast, efficient, and friendly they were!  Even gave me a free upgrade, which I didn’t ask for, so I was thankful for that!",5,US,"May 27, 2023"
Friendly staff. Easy car rental,5,US,"May 25, 2023"
"Nice vehicle, clean and well equipped. Pleasant and helpful staff.Beware of gas staions nearby to fill your gas tank. $5.95 per gallon. A block or two away, price is 3.39.",5,US,"May 28, 2023"
Great Experience....Very easy to reserve and our shuttle driver Frances was very friendly and helpful with our luggage.,5,US,"May 27, 2023"
Staff was great. Rental car wasn't. Older vehicle with high mileage. Steering was bad.,3,US,"May 16, 2023"
Aileen was amazing. She restored my faith in car rentals. I hope everyone can experience the customer service level that she provided.,5,US,"May 25, 2023"
"Glad I found this company. Great price, friendly and helpful employees. Vehicle was clean and the price was RIGHT!",5,US,"May 24, 2023"
